Address,Connector level (group),Date Created,id,Latitude,Longitude,Name,Place,Level,Value,Image,Top,Left,ShortName
"20801 Rinaldi St, Chatsworth, CA  91311, United States",Level 2,2018,169507,34.270732,-118.585942,Sierra Canyon Upper School,SDG7,LA,,,,,
"555 W 5th Street, Los Angeles, Ca 90013",Level 2,2018,59134,34.049921,-118.252935,Gas Company Tower,SDG7,LA,,,,,
"12437 Airpark Way, Pacoima, CA 91331, USA",Level 2,2018,158939,34.261692,-118.412032,Whiteman Airport,SDG7,LA,,,,,
"634 Mateo St, Los Angeles, CA 90021, USA",Level 2,2018,162034,34.037051,-118.231791,Two Bit Circus,SDG7,LA,,,,,
"11975 Bluff Creek Dr, Los Angeles, CA 90094",Level 2,2018,120949,33.983585,-118.401439,Yahoo! Inc.,SDG7,LA,,,,,
"800 Wilshire Blvd, Los Angeles, CA 90017",Level 2,2018,144760,34.049237,-118.258576,800 Wilshire,SDG7,LA,,,,,
"1317 Shatto St, Los Angeles, CA 90017",Level 2,2018,8452,34.05496,-118.266769,Good Samaritan Hospital,SDG7,LA,,,,,
"8201 Beverly Blvd, West Hollywood, CA 90048, USA",Level 2,2018,158387,34.076409,-118.368214,8201,SDG7,LA,,,,,
"3550 Cahuenga Blvd W, Los Angeles, CA 90068",Level 2,2018,1422,34.133202,-118.356216,Universal City Nissan,SDG7,LA,,,,,
"4030 Crenshaw Blvd, Los Angeles, CA 90008",Level 2,2018,149856,34.012247,-118.334318,DWP Crenshaw Payment Center,SDG7,LA,,,,,
"5949 Van Nuys Blvd, Sherman Oaks, CA 91401",Level 2,2018,152856,34.178525,-118.449632,Keyes Chevrolet,SDG7,LA,,,,,
"3720 Stephen M White Dr, Los Angeles, CA",Level 2,2018,96223,33.711362,-118.285061,Cabrillo Marine Aquarium,SDG7,LA,,,,,
"1200 LA Live Way ( Cherry St.), Los Angeles, CA, 90015",Level 2,2018,15294,34.043804,-118.270844,Los Angeles Convention Center (West Hall),SDG7,LA,,,,,
"530 S Spring St, Los Angeles, CA 90013, USA",Level 2,2018,143061,34.046528,-118.250224,Joe's Parking,SDG7,LA,,,,,
"16730 Chatsworth St, Granada Hills, CA 91344",Level 2,2018,144434,34.264656,-118.497147,Chatsworth St Parking/Charging,SDG7,LA,,,,,
"4812 Sunnyslope Ave, Sherman Oaks, CA 91423, USA",Level 2,2018,170459,34.158295,-118.426981,Power Pole #21,SDG7,LA,,,,,
"14740 Strathern St, Panorama City, CA 91402, USA",Level 2,2018,170469,34.216036,-118.454532,Power Pole #35,SDG7,LA,,,,,
"118 W Denni St, Wilmington, CA 90744, USA",Level 2,2018,170456,33.784766,-118.263389,Power Pole #11,SDG7,LA,,,,,
"15336 Chatsworth St, Mission Hills, CA 91345, USA",Level 2,2018,170457,34.264484,-118.466569,Power Pole #13,SDG7,LA,,,,,
"20919 Parthenia St, Canoga Park, CA 91304, USA",Level 2,2018,170461,34.228347,-118.589631,Power Pole #23,SDG7,LA,,,,,
"6934 Milwood Ave, Canoga Park, CA 91303, USA",Level 2,2018,170472,34.196691,-118.594192,Power Pole #49,SDG7,LA,,,,,
"1753 Truman St, San Fernando, CA 91340, USA",Level 2,2018,163994,34.291509,-118.449535,Power Pole #16,SDG7,LA,,,,,
"6080 Center Dr W, Los Angeles‎ CA‎ 90045, United States",Level 2,2018,131615,33.976209,-118.392451,Parking Garage at Howard Hughes Center,SDG7,LA,,,,,
"6317 Wilshire Blvd., Los Angeles, CA 90048",Level 2,2018,168713,34.063994,-118.365963,Kimpton Hotel Wilshire,SDG7,LA,,,,,
"1530 N Poinsettia Pl, Los Angeles, CA 90046, USA",Level 2,2018,168715,34.098945,-118.347255,Verse Hollywood Apartments,SDG7,LA,,,,,
"Nordhoff and Etiwanda, Northridge, CA",Level 2,2018,37631,34.237137,-118.531898,Cal State University Northridge - Lot B2,SDG7,LA,,,,,
"18118 Parthenia St, Northridge, CA 91325, USA",Level 2,2018,157792,34.228582,-118.528438,Parthenia St Parking/Charging,SDG7,LA,,,,,
"1306 N Wilmington Blvd, Wilmington, CA 90744, USA",Level 2,2018,170464,33.788833,-118.274842,N Wilmington Blvd Parking/Charging,SDG7,LA,,,,,
"419 W. College St, Los Angeles, CA 90012",Level 2,2018,161119,34.064394,-118.238215,Chinatown EV Station,SDG7,LA,,,,,
"1 World Way, Lot 6, Los Angeles, CA 90045",Level 2,2018,8444,33.943184,-118.403221,LAX Airport - Lot 6,SDG7,LA,,,,,
"15115 Califa St, Van Nuys, CA 91411, USA",Level 2,2018,170471,34.177648,-118.462381,Power Pole #46,SDG7,LA,,,,,
"6701 Eton Ave, Canoga Park, CA 91303",Level 2,2018,140518,34.192587,-118.596095,Alta Warner Apartments,SDG7,LA,,,,,
"8400 Balboa Blvd, Northridge, CA 91329, USA",Level 2,2018,166133,34.222814,-118.5018,Five Guys,SDG7,LA,,,,,
"15800 Zeldins Way, Los Angeles, CA 90049",Level 2,2018,166365,34.126999,-118.479289,Milken Community School,SDG7,LA,,,,,
"12270 Nebraska Ave, Los Angeles, CA 90025, USA",Level 2,2018,170920,34.034329,-118.459311,LADWP,SDG7,LA,,,,,
"18350-18362 Plummer St, Northridge, CA 91325",Level 2,2018,51199,34.242943,-118.532867,Cal State University Northridge - Lot B6,SDG7,LA,,,,,
"10800 Burbank Blvd c, North Hollywood, CA 91601",Level 2,2018,155871,34.171732,-118.366226,Sonnen,SDG7,LA,,,,,
"1812 Georgia St, Los Angeles, CA 90015, USA",Level 2,2018,161190,34.03608,-118.273399,Power Pole #5,SDG7,LA,,,,,
"9540 Van Nuys Blvd, Panorama City, CA 91402, USA",Level 2,2018,164204,34.243999,-118.449737,Mid Valley Intergenerational Multipurpose Center,SDG7,LA,,,,,
"1700 Georgia St, Los Angeles, CA 90015, USA",Level 2,2018,165170,34.037059,-118.272734,Power Pole #19,SDG7,LA,,,,,
"5429 Quakertown Ave, Woodland Hills, CA 91364, USA",Level 2,2018,165177,34.169624,-118.569718,Power Pole #38,SDG7,LA,,,,,
"1417 W 24th St, Los Angeles, CA 90007, USA",Level 2,2018,153934,34.034596,-118.292127,Power Pole #3,SDG7,LA,,,,,
"2226 S Pacific Ave, San Pedro, CA 90731, USA",Level 2,2018,170466,33.723707,-118.287871,S Pacific Ave Parking/Charging,SDG7,LA,,,,,
"1122 S Palos Verdes St, San Pedro, CA 90731, USA",Level 2,2018,170465,33.733959,-118.281308,S Palos Verdes St Parking/Charging,SDG7,LA,,,,,
"4034 S Pacific Ave, San Pedro, CA 90731, USA",Level 2,2018,170467,33.707307,-118.287832,S Pacific Ave Parking/Charging,SDG7,LA,,,,,
"6500 S Western Ave, Los Angeles, CA 90047, USA",Level 2,2018,170470,33.980359,-118.308855,Power Pole #36,SDG7,LA,,,,,
"22951 Roscoe Blvd, Los Angeles, CA 91304, USA",Level 2,2018,171086,34.219866,-118.627446,Thermo Fisher Scientific,SDG7,LA,,,,,
"701 Gayley Ave, Los Angeles, CA 90024",Level 2,2018,14916,34.064568,-118.447425,UCLA - Parking Lot 1,SDG7,LA,,,,,
"5543 Riverton Ave, North Hollywood, CA 91601, USA",Level 2,2018,165178,34.171318,-118.365875,Riverton Ave Charging Pole #34,SDG7,LA,,,,,
"846 W 149th St, Gardena, CA 90247, USA",Level 2,2018,170463,33.896798,-118.290341,Power Pole #617,SDG7,LA,,,,,
"11722 Saticoy St, North Hollywood, CA 91605, USA",Level 2,2018,170462,34.208401,-118.388405,Saticoy St Parking/Charging,SDG7,LA,,,,,
"611 Alpine St, Los Angeles, CA  90012, United States",Level 2,2018,172122,34.0634,-118.241253,Alpine Recreation Center,SDG7,LA,,,,,
"9201 Owensmouth Ave, Chatsworth, CA 91311",Level 2,2018,174122,34.237586,-118.602222,Earth Island,SDG7,LA,,,,,
"21717 Nordhoff St, Chatsworth, CA  91311, United States",Level 2,2018,174121,34.235813,-118.602606,Office building ,SDG7,LA,,,,,
"20234 Sunburst St, Chatsworth, CA 91311, USA",Level 2,2018,165175,34.234517,-118.574743,Sunburst St Parking/Charging,SDG7,LA,,,,,
"421 Solano Ave, Los Angeles, CA 90012, USA",Level 2,2018,166367,34.071481,-118.230301,Power Pole #14,SDG7,LA,,,,,
"8970 Independence Ave, Canoga Park, CA 91304, USA",Level 2,2018,165176,34.233232,-118.590663,Independence Ave Parking/Charging,SDG7,LA,,,,,
"11571 Tuxford St, Sun Valley, CA 91352, USA",Level 2,2018,165179,34.225962,-118.383329,Tuxford St Parking Lot,SDG7,LA,,,,,
"9801 Variel Ave, Chatsworth, CA 91311, USA",Level 2,2018,170473,34.248299,-118.593025,Variel Ave Parking/Charging,SDG7,LA,,,,,
"5880 W Centinela Ave, Los Angeles, CA, 90045",Level 2,2018,12450,33.975956,-118.384264,Airport Marina Ford,SDG7,LA,,,,,
"5355 Van Nuys Blvd, Van Nuys, CA 91401",Level 2,2018,170497,34.16835,-118.449177,Honda Keyes Van Nuys,SDG7,LA,,,,,
"6133 Topanga Canyon Blvd, Woodland Hills, CA  91367, United States",Level 2,2018,169783,34.181874,-118.606408,Honda Woodland Hills Keyes ,SDG7,LA,,,,,
"8655 Burnet Ave, North Hills, CA 91343, USA",Level 2,2018,161964,34.227822,-118.463381,Power Pole #27,SDG7,LA,,,,,
"California State University, Los Angeles, 2110 Lansdowne Ave, Los Angeles, CA  90032, United States",Level 2,2018,161297,34.064643,-118.171644,Structure A 1st Floor ,SDG7,LA,,,,,
"524 S Flower St, Los Angeles, CA  90071, United States",Level 2,2018,160665,34.050786,-118.256585,524 S Flower St Parking Garage,SDG7,LA,,,,,
"20157 Ventura Blvd, Woodland Hills, CA 91364",Level 2,2018,167777,34.170532,-118.572578,818 Hotel,SDG7,LA,,,,,
"12311 Vanowen St, North Hollywood, CA 91605, USA",Level 2,2018,142347,34.194393,-118.401289,Valley Plaza Library,SDG7,LA,,,,,
"16244 Nordhoff St, North Hills, CA 91343",Level 2,2018,132607,34.234631,-118.487171,Mid Valley Regional Library,SDG7,LA,,,,,
"141 N Robertson Blvd, Los Angeles, CA 90048, USA",Level 2,2018,56252,34.074341,-118.384071,Robertson Alden Garage - Lot 703,SDG7,LA,,,,,
"12225 Ventura Blvd, Studio City, California, US, 91604",Level 2,2018,134195,34.14415,-118.399483,Studio City Public Parking,SDG7,LA,,,,,
"2108 Pacific Ave, Venice, CA 90291",Level 2,2018,140125,33.985172,-118.469702,LADOT Parking Lot 731,SDG7,LA,,,,,
"6801 Hollywood Blvd., Los Angeles, CA 90028",Level 2,2018,46677,34.102575,-118.339945,Hollywood & Highland Center,SDG7,LA,,,,,
"6269 Sylmar Ave, Van Nuys, CA 91401, USA",Level 2,2018,134196,34.184364,-118.446564,LADOT Parking Lot 752,SDG7,LA,,,,,
"9350 De Soto Ave, Chatsworth, CA 91311",Level 2,2018,143749,34.240572,-118.588106,National Notary Association ,SDG7,LA,,,,,
"1323 Highland Ave, 90028, California, US, Los Angele",Level 2,2018,161562,34.095491,-118.338779,Highland Ave,SDG7,LA,,,,,
"12150 Millennium Dr, Los Angeles, CA 90094, USA",Level 2,2018,159178,33.979445,-118.406662,i|o at Playa Vista,SDG7,LA,,,,,
"441 S. Barrington Ave, Los Angeles 90049",Level 2,2018,160264,34.059902,-118.469274,The Cosmopolitan BW,SDG7,LA,,,,,
"555 Mateo St, Los Angeles, CA 90013, USA",Level 2,2018,160259,34.040161,-118.233862,Mateo Parking Garage,SDG7,LA,,,,,
"1143 S Olive St. Los Angeles, CA 90015",Level 2,2018,70048,34.040222,-118.261986,AT&T Center,SDG7,LA,,,,,
"5890 Jefferson Blvd, Los Angeles, CA 90016, USA",Level 2,2018,152135,34.023368,-118.37625,5890 Jefferson,SDG7,LA,,,,,
"5070 Wilshire Boulevard Los Angeles, CA 90036",Level 2,2018,56448,34.06177,-118.340009,never works!,SDG7,LA,,,,,
"5070 Wilshire Boulevard Los Angeles, CA 90036",DCFC,2018,56448,34.06177,-118.340009,never works!,SDG7,LA,,,,,
"4030 Crenshaw Blvd, Los Angeles, CA 90008",DCFC,2018,149856,34.012247,-118.334318,DWP Crenshaw Payment Center,SDG7,LA,,,,,
"5949 Van Nuys Blvd, Sherman Oaks, CA 91401",DCFC,2018,152856,34.178525,-118.449632,Keyes Chevrolet,SDG7,LA,,,,,
"101 Judge John Aiso St, Los Angeles, CA 90012",Level 2,2018,143599,34.051089,-118.240598,Aiso Street Parking Garage,SDG7,LA,,,,,
"1430 N Gower St, Los Angeles, CA 90028, USA",Level 2,2018,142700,34.097051,-118.321998,Sunset Gower Studios,SDG7,LA,,,,,
"5800 Sunset Blvd, Los Angeles, CA 90028",Level 2,2018,152813,34.097046,-118.316009,Sunset Bronson Studios,SDG7,LA,,,,,
"19321 Harborgate Way, Torrance, CA  90501, United States",Level 2,2018,162938,33.855406,-118.304987,Syncreon Front Office,SDG7,LA,,,,,
"8555 Beverly Blvd, Los Angeles, CA 90048, USA",Level 2,2018,16473,34.076221,-118.377502,Sofitel Los Angeles at Beverly Hills,SDG7,LA,,,,,
"939 S Figueroa St, Los Angeles, CA 90015, USA",Level 2,2018,154592,34.045531,-118.264006,Hotel Figueroa,SDG7,LA,,,,,
"865 S Figueroa St, Los Angeles, CA  90017, United States",Level 2,2018,174426,34.047029,-118.263856,John Hancock,SDG7,LA,,,,,
"2111 E 1st St, Los Angeles, CA 90033",Level 2,2018,144408,34.045254,-118.212223,Hollenbeck Community Police Station,SDG7,LA,,,,,
"16851 Victory Blvd, Los Angeles, California, US, 91406",Level 2,2018,161765,34.186874,-118.500465,Blade Barbershop,SDG7,LA,,,,,
"20152 Roscoe Blvd, Winnetka, CA 91306, USA",Level 2,2018,146382,34.220065,-118.573048,Roscoe Blvd Parking/Charging,SDG7,LA,,,,,
"333 S Grand Ave Los Angeles, CA 90071",Level 2,2018,8258,34.052973,-118.25279,Wells Fargo Center,SDG7,LA,,,,,
"1720 East Cesar E Chavez Avenue, Los Angeles, CA 90033",Level 2,2018,121410,34.049372,-118.216604,White Memorial Medical Center,SDG7,LA,,,,,
"7009 Sunset Blvd, Los Angeles, CA 90028, USA",Level 2,2018,159269,34.098034,-118.341827,Sunset Blvd Parking/Charging,SDG7,LA,,,,,
"11901 Santa Monica Blvd , Los Angeles , California , 90007 , United States",Level 2,2018,159136,34.041768,-118.460735,Santa Monica Blvd. Parking/Charging,SDG7,LA,,,,,
"18711 Sherman Way, Reseda, CA 91335, USA",Level 2,2018,175678,34.201199,-118.540901,Sherman Way Parking/Charging,SDG7,LA,,,,,
"10040 Old Depot Plaza Rd, Chatsworth, CA 91311",Level 2,2018,135029,34.251325,-118.599415,"Chatsworth Amtrak/Metrolink Station, Lot A",SDG7,LA,,,,,
"900 N Broadway, Los Angeles, CA 90012, USA",Level 2,2018,134563,34.064254,-118.236637,Blossom Plaza,SDG7,LA,,,,,
"900 Wilshire Blvd, Los Angeles, CA 90017",Level 2,2018,170825,34.050112,-118.260373,Intercontinental Los Angeles Downtown,SDG7,LA,,,,,
"3540 N Mission Rd, Los Angeles, CA 90031, USA",Level 2,2018,151584,34.067115,-118.203683,Mission Road Parking/Charging,SDG7,LA,,,,,
"7796 Foothill Blvd, Tujunga, CA 91042, USA",Level 2,2018,146371,34.258639,-118.302397,Foothill Blvd Parking/Charging,SDG7,LA,,,,,
"21021 Erwin St, Los Angeles, CA 91367",Level 2,2018,66140,34.183776,-118.591144,Motif Apartments,SDG7,LA,,,,,
"4101 Redwood Ave, Los Angeles, CA  90066, United States",Level 2,2018,166452,33.990647,-118.440374,ZEFR / riptide music,SDG7,LA,,,,,
"14591 Dickens St, Sherman Oaks, CA 91403",Level 2,2018,136715,34.150756,-118.451534,Cedros & Dickens Parking Garage,SDG7,LA,,,,,
"3131 S Hoover St, Los Angeles, CA 90007, USA",Level 2,2018,125154,34.025536,-118.284243,University of Southern California - Village Parking Garage,SDG7,LA,,,,,
"15245 Sunset Blvd, Pacific Palisades, CA 90272, USA",Level 2,2018,168741,34.047497,-118.524668,Palisades Village ,SDG7,LA,,,,,
"21625 Oxnard St, Woodland Hills, CA  91367, United States",Level 2,2018,171280,34.177809,-118.600842,Warmer Center Towers,SDG7,LA,,,,,
"6041 Cadillac Ave, Los Angeles, CA 90034",Level 2,2018,12731,34.03862,-118.373375,Kaiser Permanente West LA Medical Center,SDG7,LA,,,,,
"9045 Lincoln Blvd, Los Angeles, CA 90045, USA",Level 2,2018,127711,33.956266,-118.417314,Otis College of Art and Design,SDG7,LA,,,,,
"905 E 2nd St, Los Angeles, CA 90012",Level 2,2018,153909,34.047745,-118.235349,The Garey Building,SDG7,LA,,,,,
"8799 Wilbur Ave, Northridge, CA 91324, USA",Level 2,2018,152818,34.230268,-118.545591,Northridge Train Station,SDG7,LA,,,,,
"10500 Sepulveda Blvd, Mission Hills, CA 91345, USA",Level 2,2018,158012,34.261227,-118.467117,Sepulveda Blvd Street Parking/Charging,SDG7,LA,,,,,
"5100 Hayvenhurst Avenue, Encino, CA 91436",Level 2,2018,11535,34.1641,-118.492181,Encino Park and Ride,SDG7,LA,,,,,
"321 S Gardner St Los Angeles, CA 90036",Level 2,2018,165945,34.069496,-118.353129,S Gardner St Parking/Charging,SDG7,LA,,,,,
"1548 W 39th St, Los Angeles, CA 90062, USA",Level 2,2018,124808,34.014221,-118.308067,"Martin Luther King, Jr. Park",SDG7,LA,,,,,
"3182 McClintock Ave, Los Angeles, California, US, 90007, USA",Level 2,2018,162031,34.025826,-118.286484,University of Southern California - Village Dining Hall,SDG7,LA,,,,,
"234 S Figueroa St, Los Angeles, CA 90012",Level 2,2018,160623,34.055463,-118.253753,Bunker Hill Towers,SDG7,LA,,,,,
"6200 Hollywood Blvd, Los Angeles, CA 90028, USA",Level 2,2018,164579,34.100698,-118.325006,El Centro Garage,SDG7,LA,,,,,
"25 South Vermont Ave, Harbor City, CA 90710",Level 2,2018,144542,33.787246,-118.296846,Kaiser Permanente Normandie South,SDG7,LA,,,,,
"1030 Pacific Coast Hwy, Harbor City, CA 90710, USA",Level 2,2018,144541,33.790354,-118.293129,Kaiser Permanente Parkview,SDG7,LA,,,,,
"1160 N. Vermont Ave., Hollywood, CA 90029",Level 2,2018,8492,34.093078,-118.291058,Hollywood Hotel,SDG7,LA,,,,,
"1710 N Cherokee Ave, Los Angeles, CA 90028",Level 2,2018,11140,34.102245,-118.334763,Cherokee-Whitley Garage - Lot 670,SDG7,LA,,,,,
"6101 W Manchester Ave, Los Angeles, CA 90045, USA",DCFC,2018,154692,33.960271,-118.391467,G&M Oil,SDG7,LA,,,,,
"7677 Sunset Blvd, Los Angeles, CA 90046, USA",Level 2,2018,167168,34.098091,-118.356689,Sunset Blvd Parking/Charging,SDG7,LA,,,,,
"312 W 37th St, Los Angeles, CA 90007, USA",Level 2,2018,162639,34.01677,-118.27897,37th St Parking/Charging,SDG7,LA,,,,,
"101 Judge John Aiso St, Los Angeles, CA 90012, USA",Level 2,2018,165271,34.051235,-118.240515,Aiso Street Parking Garage,SDG7,LA,,,,,
"525 S Hewitt St, Los Angeles, CA 90013, USA",Level 2,2018,171907,34.040764,-118.235199,LADWP LA Kretz Innovation Campus,SDG7,LA,,,,,
"6801 Hollywood Blvd, Los Angeles, CA 90028, USA",Level 2,2018,171891,34.102244,-118.340168,Garage 745 - Hollywood and Highland,SDG7,LA,,,,,
"6801 Hollywood Blvd, Los Angeles, CA 90028, USA",DCFC,2018,171891,34.102244,-118.340168,Garage 745 - Hollywood and Highland,SDG7,LA,,,,,
"1000 N Western Ave, San Pedro 90732",DCFC,2018,54942,33.752822,-118.308251,Ralph's,SDG7,LA,,,,,
"18568 Ventura Blvd, Tarzana 91356",DCFC,2018,38609,34.16892,-118.537994,Walgreens,SDG7,LA,,,,,
"8000 W Sunset Blvd, Los Angeles, CA 90046, USA",Level 2,2018,54943,34.097314,-118.36485,Sunset Blvd Parking Garage,SDG7,LA,,,,,
"5700 Canoga Ave, Woodland Hills, CA 91367, USA",DCFC,2018,45640,34.174294,-118.59708,Hines Warner Center,SDG7,LA,,,,,
"4601 Alla Rd, Marina Del Rey, CA 90292",Level 2,2018,146546,33.983421,-118.432799,Glen Alla Park,SDG7,LA,,,,,
"12002 Osborne St, Sylmar, CA 91342, USA",Level 2,2018,128964,34.272699,-118.393921,Lakeview Terrace Library,SDG7,LA,,,,,
"Beverly Center, 8500 Beverly Blvd, Los Angeles, CA  90048, United States",Level 2,2018,166709,34.075503,-118.377067,Beverly Center,SDG7,LA,,,,,
"530 W 27th St, Los Angeles, CA 90007, USA",Level 2,2018,167808,34.027152,-118.276286,West 27th Street Parking/Charging,SDG7,LA,,,,,
"2100 Frank Modugno Drive, San Fernando, CA 91340",Level 2,2018,8013,34.293168,-118.450628,LADOT Sylmar Metrolink Station,SDG7,LA,,,,,
"3959 Laurel Canyon Blvd, Studio City, CA 91604, USA",Level 2,2018,167153,34.142368,-118.395248,Laurel Medical,SDG7,LA,,,,,
"1901 S Figueroa St, Los Angeles, CA 90007",Level 2,2018,164274,34.034696,-118.273239,Toyota of Downtown LA,SDG7,LA,,,,,
"10459 Tuxford St, Sun Valley, CA 91352",Level 2,2018,141914,34.237944,-118.359198,Theodore Payne Foundation ,SDG7,LA,,,,,
"Los Angeles Convention Center, Convention Center Dr, Los Angeles, CA  90015, United States",Level 2,2018,136662,34.040552,-118.271277,Los Angeles Convention Center (South Hall),SDG7,LA,,,,,
"5401 S Figueroa St, Los Angeles, CA 90037, USA",Level 2,2018,165167,33.992726,-118.282765,Power Pole #25,SDG7,LA,,,,,
"1610 S Bonnie Brae St, Los Angeles, CA 90006, USA",Level 2,2018,165164,34.04241,-118.282097,S Bonnie Brae St Parking/Charging,SDG7,LA,,,,,
"662 W Slauson Ave, Los Angeles, CA 90044, USA",Level 2,2018,165173,33.989067,-118.285412,Slauson Ave Parking/Charging,SDG7,LA,,,,,
"2936 Beverly Glen Cir, Los Angeles, CA 90077, USA",Level 2,2018,167257,34.126993,-118.443541,The Glen Centre,SDG7,LA,,,,,
"1800 Argyle Ave, Los Angeles, CA 90028",Level 2,2018,168832,34.103989,-118.325054,Kimpton Everly Hotel,SDG7,LA,,,,,
"9644 Lurline Ave, Chatsworth, CA 91311, USA",Level 2,2018,170474,34.245928,-118.584152,Lurline Ave Parking/Charging,SDG7,LA,,,,,
"11011 Fruitland Dr, Studio City, CA 91604, USA",Level 2,2018,164205,34.139435,-118.370424,Fruitland Dr Parking/Charging,SDG7,LA,,,,,
"20820 Dearborn St, Chatsworth, CA 91311, USA",Level 2,2018,165180,34.237177,-118.586943,Power Pole #15,SDG7,LA,,,,,
"10952 Kling St, North Hollywood, CA 91602, USA",Level 2,2018,170468,34.155496,-118.369725,Power Pole #620,SDG7,LA,,,,,
"116 S Avenue 60, Los Angeles, California, US, 90042",Level 2,2018,167147,34.11108,-118.188995,Avenue 60 Parking/Charging,SDG7,LA,,,,,
"1036 Broxton Ave Los Angeles, CA 90024",Level 2,2018,39929,34.061878,-118.446182,Broxton Garage,SDG7,LA,,,,,
"13918 Riverside Dr, Sherman Oaks, CA  91423, United States",Level 2,2018,159072,34.156323,-118.437652,Westfield Fashion Square,SDG7,LA,,,,,
"4254 Lankershim Blvd, Studio City, CA 91602, USA",Level 2,2018,157937,34.147216,-118.364104,Lankershim Blvd Parking/Charging,SDG7,LA,,,,,
"120 E 8th St, Los Angeles, California, US, 90014",Level 2,2018,162029,34.042225,-118.252693,Escape Room LA,SDG7,LA,,,,,
"9711 Laural Canyon Blvd, Los Angeles, California, US, 91331",Level 2,2018,161774,34.246052,-118.418671,Pacoima Center/ Laurel Canyon Blvd. Street Parking,SDG7,LA,,,,,
"4259 Leimert Blvd, Los Angeles, California, US, 90008",Level 2,2018,167155,34.006493,-118.328667,Leimert Blvd Parking/Charging,SDG7,LA,,,,,
"4533 Kester Ave, Sherman Oaks, CA 91403, USA",Level 2,2018,167157,34.15353,-118.457344,Kester Ave Parking/Charging,SDG7,LA,,,,,
"10331 Langdon Ave, Los Angeles, California, US, 91345",Level 2,2018,167165,34.257702,-118.469757,Langdon Ave Parking/Charging,SDG7,LA,,,,,
"14510 Nordhoff St, Los Angeles, California, US, 91402",Level 2,2018,167166,34.235332,-118.448486,Nordhoff St Parking/Charging,SDG7,LA,,,,,
"8155 Foothill Blvd, Sunland-Tujunga, CA 91040, USA",Level 2,2018,167173,34.259758,-118.310646,Foothill Blvd Parking/Charging,SDG7,LA,,,,,
"662 S Vermont Ave, Los Angeles, CA 90005, USA",Level 2,2018,167150,34.061337,-118.291565,S Vermont Ave Parking/Charging,SDG7,LA,,,,,
"1726 S La Cienega Blvd, Los Angeles, CA 90035, USA",Level 2,2018,167152,34.046425,-118.376205,S La Cienega Blvd Parking/Charging,SDG7,LA,,,,,
"4648 Lankershim Blvd, North Hollywood, CA 91602, USA",Level 2,2018,167158,34.155224,-118.368629,Lankershim Blvd Parking/Charging,SDG7,LA,,,,,
"12860 Encinitas Ave, Sylmar, CA 91342, USA",Level 2,2018,167160,34.303349,-118.47802,Encinitas Ave Parking/Charging,SDG7,LA,,,,,
"19231 Victory Blvd, Reseda, CA  91335, United States",Level 2,2018,164236,34.186715,-118.552475,Victory Blvd Parking/Charging,SDG7,LA,,,,,
"7724 Van Nuys Blvd, Van Nuys, CA 91405, USA",Level 2,2018,11207,34.211139,-118.447839,Van Nuys Amtrak / LADOT Metrolink,SDG7,LA,,,,,
"3033 Wilshire Blvd, Los Angeles, CA 90010",Level 2,2018,155489,34.062211,-118.287404,3033 Wilshire,SDG7,LA,,,,,
"13050 San Vicente Blvd, Suite 101, Los Angeles, CA 90049",Level 2,2018,155646,34.047925,-118.49119,Cos Bar Brentwood,SDG7,LA,,,,,
"4940 Van Nuys, Sherman Oaks, CA 91403, USA",Level 2,2018,161049,34.160622,-118.448581,Van Nuys Parking/Charging,SDG7,LA,,,,,
"7755 W Sunset Blvd, Los Angeles, California, US, 90046",Level 2,2018,161771,34.098197,-118.358804,Butter Nails,SDG7,LA,,,,,
"7300 Medical Center Dr, West Hills, CA  91307, United States",Level 2,2018,172668,34.203765,-118.629337,West Hills Hospital & Medical Center,SDG7,LA,,,,,
"10984 W. Santa Monica Boulevard, Los Angeles, CA 90025",Level 2,2018,162638,34.048466,-118.440628,BevMo!,SDG7,LA,,,,,
"7255 Winnetka Ave, Los Angeles, California, US, 91306",Level 2,2018,161767,34.202869,-118.571274,Winnetka Ave. Parking/Charging,SDG7,LA,,,,,
"6545 Foothill Blvd, Tujunga, CA 91042, USA",Level 2,2018,167162,34.245762,-118.274551,Foothill Blvd Parking/Charging,SDG7,LA,,,,,
"5324 Laurel Canyon Blvd, Valley Village, CA 91607, USA",Level 2,2018,167159,34.167397,-118.396614,Laurel Canyon Blvd Parking/Charging,SDG7,LA,,,,,
"13631 Van Nuys Blvd, Los Angeles, California, US, 91331",Level 2,2018,167164,34.260128,-118.430122,Van Nuys Blvd Parking/Charging,SDG7,LA,,,,,
"6616 Sunset Blvd, Los Angeles, CA 90028, USA",Level 2,2018,167169,34.097851,-118.334023,Sunset Blvd Parking/Charging,SDG7,LA,,,,,
"10875 Pico Blvd, Los Angeles, CA 90064, USA",Level 2,2018,167174,34.039997,-118.429085,Pico Blvd Parking/Charging,SDG7,LA,,,,,
"1520 N Cahuenga Blvd, Los Angeles, CA 90028, USA",Level 2,2018,167151,34.098767,-118.32945,N Cahuenga Blvd Parking/Charging,SDG7,LA,,,,,
"4519 Pico Blvd, Los Angeles, California, US, 90064",Level 2,2018,167171,34.048618,-118.334335,Pico Blvd Parking/Charging,SDG7,LA,,,,,
"11611 San Vicente Blvd, Los Angeles, CA  90049, United States",Level 2,2018,143238,34.054376,-118.4627,Brentwood Gateway,SDG7,LA,,,,,
